title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western
"""'Allo 'Allo!"" (1982) {René of the Gypsies (#7.10)}"	 On the discovery that a gypsy fair takes place annually in the village, the new Resistance plan is to place a gypsy tent over the grid to disguise the escape. However, the real gypsies cry off, following a bad omen, and Rene and his staff take their places. Rene is a fortune teller, to whom Gruber comes, seeking a message from Rene's 'brother' on the other side. He is frightened off by the sounds of the airmen and runs off as they emerge from the grid - followed by three other airmen, who return to the sewer at the sight of Edith. Flick has Elsa put the forgery in von Strohm's office but they are found out by the general.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {Rising to the Occasion (#6.8)}"	 Because they think he's gone round the twist, the Germans call General Von Flockenstoffen to deal with Von Klinkerhoffen who still wants to blow up the whole of Nouvion. Herr Flick and Von Smallhausen try to disarm the bomb in the sewer while an old flame of René has her own plan to stop the Germans from blowing up the town. Meanwhile, Ernest Leclerc and madame Fanny have just been wed and in the marquee the celebrations have started while the Resistance girls are secretly working on the barrage balloon that should get the British airmen back to England.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {Six Big Boobies (#2.1)}"	 Rene is annoyed when the airmen return and sends them away dressed as nuns with instructions to hide in the local convent. Edith,officially a widow,finds Rene's will,naming her as sole beneficiary,and sets out to spend his money on a new hat to attract other suitors. Flick gets Gruber,who once worked in an art gallery,to identify the original painting whilst the 'nuns' return and end up hiding in the piano.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {Swan Song (#8.7)}"	 René and Edith get rescued from being shot by general Von Karzibrot by British troops. However, the British think they are Hitler and Göring and arrest them. Meanwhile, everybody thinks René and Edith are death. Michelle takes over the café while madame Fanny and Leclerc run off to Paris in René's old ice cream car. Colonel Von Strohm and Gruber want to flee to Spain because the Resistance will sent the photo of Gruber with the painting to general Von Klinkerhoffen. Before they go, they plan to swap the painting for the ten million francs Herr Flick found in a dogfish Von Smallhausen made for dinner.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Airmen De-Nicked (#6.5)}"	 Flick and Von Smallhausen are interrogated by the general for impersonating army officers but released on the orders of Himmler - thanks to Helga. A party of intelligence officers are visiting and the Resistance plan to hi-jack their car,steal their uniforms and that way infiltrate the chateau to get the airmen out. Rene and Edith are the reluctant 'intelligence officers' but the plan works fairly well until the couple find themselves handcuffed to the airmen whilst the key to unlock them is in Berlin.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Big Flush (#5.25)}"	 A plan to flee to Geneva René and Yvette made will have to wait because general Von Klinkerhoffen - in order to find the stolen Enigma machine - has decided no one is to leave the town or they'll be shot. Michelle, who is disguised as a pregnant woman in order to fool the Germans, delivers René the Enigma machine and tells him to put it in a wine barrel and throw it in the sewer. The whole population of Nouvion will flush the toilet at the same time which will enable the barrel to reach the canal where a British submarine is waiting for the Enigma machine.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The British Invasion (#5.11)}"	 General Von Klinkerhoffen wants to continue the meeting of the Generals, but because he thinks the Communist Resistance might want to blow them up, he has planned for a group of peasants to be dressed up like generals and come together at the town square while the generals - disguised as onion sellers - will meet at the café. A new group of shot down British airmen will also come to the café, also disguised as onion sellers. Meanwhile, Herr Flick is recovering in traction and Leclerc and Madame Fanny are going out for a walk.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Crooked Fences (#6.6)}"	 Herr Flick is worried about his career in the Gestapo after all the recent cock-ups and feels he has to flee. For this he needs money and he demands René to give him the painting so he can sell it. Von Strohm, Gruber, Helga and Bertorelli also want the painting back and sell it because the escape of the airmen has made them nervous about their futures too. Meanwhile, Crabtree is reunited with an old love!	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Duel (#2.5)}"	 Whilst the balloon is ready for the off the cowardly Rene tries to duck out of the duel. Gruber,who is in love with him,offers to take his place,whilst Von Strohm and Geering plan to kill Alphonse before the duel can take place. However the plan is thwarted when Hitler,having discovered that there was no painting on the train,orders Flick to arrest the culprits, whom Flick knows to be the German officers. Rene,therefore,is forced to take part in the duel.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Exploding Bedpan (#5.16)}"	 After his arrest, monsieur Alphonse is in the hands of the Gestapo and will be interrogated. Colonel Von Strohm and Gruber fear he might talk and give them away and give René a suicide pill to go in a pastry. In the headquarters of Herr Flick, Helga tells monsieur Alphonse she's on his side because she also has some of the forged money. However, when she shows him where she has hidden the money, monsieur Alphonse has a heart attack.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Fishmonger Float (#9.4)}"	 Herr Flick has a plan to find the painting of the Fallen Madonna with the Big Boobies: He and Von Smallhausen will kidnap Yvette and Mimi, dress up like them, take their keys and go to the café in order to find the painting. General Von Klinkerhoffen tells the colonel and Gruber he's planning to blow up Hitler. He'll send the Führer the painting in an explosive list which will blow him up. Because they don't actually have the painting, former forger monsieur Leclerc will paint it, with Helga posing as the Fallen Madonna. Michelle has an important microfilm that should get to England by homing pigeon.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Funeral (#1.5)}"	 Rene's funeral is to be arranged by the village undertaker Monsieur Alphonse. Flick,along with his girl-friend,Private Helga,will be watching on the off-chance that the mourners will include other Resistance members who can then be arrested,but the plan is leaked so that Monsieur LeClerc will pose as the priest and no Resistance members will attend. Rene himself is passed off as his twin brother from Nancy,also called Rene,come to pay his respects. In the absence of a body Michelle hides some anti-tank missiles that she has been given in the coffin but of course it falls off the hearse,causing an explosion. Now posing as his brother who has come to run the café, Rene now has to make arrangements for his own funeral. The undertaker visits the café and after showing off his wares, insists on measuring the deceased. After choosing his coffin - and is shocked at the prices - Rene weighs it down with bottles and an anti-tank mine the Resistance has left in his keeping. Herr Flick of the Gestapo attends the funeral in the hope of identifying anyone from the Resistance. The funeral goes off with a bang.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Generals' Conference (#5.9)}"	 The generals gather for the conference but the Resistance learn that one is a French collaborator and must be eliminated so Mimi poisons him and Crabtree takes his place. The duck which will carry the message to England escapes and is shot by Bertorelli but the rest of the plan goes ahead. Edith causes a diversion by offering the generals a curiously strong peppermint each which is a doctored pill which has them foaming at the mouth and requires them to go to hospital. Rene then takes a photograph of the plans using a camera concealed in a 'flip-up' apron. Flick meanwhile has Helga fitted for her - leather -wedding dress.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Gestapo Ruins a Picnic (#7.5)}"	 Maddened by anti-Nazi propaganda he found in the town, general Von Klinkerhoffen decides to restart publishing the local newspaper. It should be filled with Nazi propaganda and René should be the editor-in-chief. To show the human side of the Germans, it is decided there should be a photo in the paper where the Germans and the occupied peasants are shown having a good time together. Meanwhile, Herr Flick and Von Smallhausen (freed from the monastery by Helga) are short of cash.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Great Un-Escape (#3.6)}"	 As Rene communicates with London on the radio hidden under Madame Fanny's bed Flick listens in and learns of the plan to dig the tunnel into the prison camp. The airmen and Alphonse need help in digging so Rene and his staff join in. Von Strohm and Geering follow Rene and go through the tunnel,which collapses behind them,trapping them and Rene in the camp with the airmen and the cafe staff. Von Klinkerhoffen is about to make his inspection of the prisoners but the Germans and the girls are disguised as British servicemen and fool him.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Long-Distance Duck (#5.8)}"	 Rene is thrown out of their truck by the Communists and reports that the paintings are with the Communists at their head-quarters. The general plans an attack to recover them,using Bertorelli's Italians but they are lazy and unwilling to cooperate. A generals' conference is to be held in which the invasion of England is likely to be discussed. Michelle gets Rene to do the catering and to get as much information as he can on the invasion. The results will be sent back to England with a long-distance duck.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Nicked Knockwurst (#3.1)}"	 Flick's sausage,containing the forged painting,is kidnapped by the Communist resistance,who demand a ransom for its return. Von Strohm and Geering,anxious that Flick does not discover their part in the deception,get Rene to pay the ransom,which he does with money Edith obtains from Alphonse. Dressed as a German soldier Rene drops off the money,observed by both German and French parties,also in disguise. However Gruber turns up with his dog,who runs off with the sausage.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Policeman Cometh (#2.3)}"	 Dressed as a pantomime cow the two airmen narrowly avoid being milked before going to a landing field to pick up their plane home. Unfortunately all the plane does is drop by parachute an intelligence officer called Crabtree,who poses as a gendarme and mangles every attempt at the language. Von Stahm and Rene meanwhile have to stop the train from reaching Berlin as it is carrying the sausage which does not contain the painting. They plan to blow it up and blame the Resistance but fail to do so and the train passes them by.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""'Allo 'Allo!"" (1982) {The Sausage in the Trousers (#4.5)}"	 The Resistance are awaiting batteries,stolen from the Germans,to operate the wireless under the bed and,in the meantime,Michelle has Rene and Yvette pedalling a bicycle attached to a generator to power it. Helga exposes Flick's efforts to bug the general's office and Von Klinkerhoffen has him arrested. Gruber completes his forgery of the painting and delivers it wrapped up in a sausage. However it gets mixed up with real sausages and ones containing batteries and explosives.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
